target,st_spectype,st_teff,ra,dec,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_exptime,wavelength_region,filters,target_classification,t_obs_release,instrument_name,project,distance
Kepler-933,,5287,289.5685257,43.5385438,2,GALEX,2.56639E+18,KEPLER_08414_0010,289.3415619,44.01354845,55733.69743,1540.05,UV,NUV,,55957.03352,GALEX,DIS,0
HD 99492,K2 V,4954,171.689687,3.0071331,2,GALEX,2.93065E+18,MISWZN11_12751_0315,171.2990664,2.928926326,54923.61329,2548.1,UV,NUV,,55275.28741,GALEX,MIS,0
HD 99492,K2 V,4954,171.689687,3.0071331,2,GALEX,2.93065E+18,MISWZN11_12751_0315,171.2990664,2.928926326,54923.61329,2548.1,UV,FUV,,55275.28741,GALEX,MIS,0
Kepler-1004,,4994,297.3593427,49.7975464,2,GALEX,3.72775E+18,MISKEP_08169_0010,296.9209619,50.00357375,55726.37466,1754.7,UV,NUV,,55992.20155,GALEX,MIS,0
Kepler-181,,5120,296.1512831,50.0957806,2,GALEX,3.72775E+18,MISKEP_08169_0010,296.9209619,50.00357375,55726.37466,1754.7,UV,NUV,,55992.20155,GALEX,MIS,0
Kepler-181,,5120,296.1512831,50.0957806,2,GALEX,3.72779E+18,MISKEP_08170_0010,295.4074279,49.7245686,55727.74266,1961.65,UV,NUV,,55992.2028,GALEX,MIS,0
HD 7924,,5131,20.4956562,76.7101475,2,GALEX,6.37334E+18,AIS_69_1_66,20.96821751,77.17927154,52975.95322,268,UV,NUV,,55413.71007,GALEX,AIS,0
HD 7924,,5131,20.4956562,76.7101475,2,GALEX,6.37334E+18,AIS_69_1_66,20.96821751,77.17927154,52975.95322,268,UV,FUV,,55413.71007,GALEX,AIS,0
K2-70,,5026,338.4759328,-10.0849917,2,GALEX,2.47399E+18,MISDR2_29639_0721,338.1948259,-9.786930789,53236.02759,7167.05,UV,NUV,,55275.1656,GALEX,MIS,0
K2-70,,5026,338.4759328,-10.0849917,2,GALEX,2.47399E+18,MISDR2_29639_0721,338.1948259,-9.786930789,53260.75532,3001,UV,FUV,,55275.1656,GALEX,MIS,0
Kepler-828,,5073,286.8872555,42.4712271,2,GALEX,3.1901E+18,GI5_055003_KEPLER_12B,286.5013263,42.55198372,54964.01374,4363.95,UV,NUV,,56237.87337,GALEX,GII,0
Kepler-828,,5073,286.8872555,42.4712271,2,GALEX,3.1901E+18,GI5_055003_KEPLER_12B,286.5013263,42.55198372,54964.01374,869.65,UV,FUV,,56237.87337,GALEX,GII,0
Kepler-165,,5155,280.69092,47.8096702,2,GALEX,6.3712E+18,AIS_8_1_57,280.8715168,47.86729626,53982.30102,370,UV,NUV,,56188.97322,GALEX,AIS,0
Kepler-165,,5155,280.69092,47.8096702,2,GALEX,6.3712E+18,AIS_8_1_57,280.8715168,47.86729626,53982.30102,164,UV,FUV,,56188.97322,GALEX,AIS,0
Kepler-969,,5216.22,288.3724989,47.9335642,2,GALEX,6.37123E+18,AIS_9_1_82,288.0112637,48.17881528,53984.64748,130,UV,NUV,,55355.92084,GALEX,AIS,0
Kepler-969,,5216.22,288.3724989,47.9335642,2,GALEX,6.37123E+18,AIS_9_1_82,288.0112637,48.17881528,53984.64748,130,UV,FUV,,55355.92084,GALEX,AIS,0
Kepler-1107,,5203,291.049934,39.141674,2,GALEX,6.37141E+18,AIS_14_1_40,291.5285269,38.93738636,55731.99493,226.05,UV,NUV,,56189.19296,GALEX,AIS,0
Kepler-1600,,5102,291.3993802,38.7877563,2,GALEX,6.37141E+18,AIS_14_1_40,291.5285269,38.93738636,55731.99493,226.05,UV,NUV,,56189.19296,GALEX,AIS,0
K2-77,,5070,55.228521,12.572448,2,GALEX,6.37697E+18,AIS_172_1_22,54.79032869,12.11874211,52974.03332,341.05,UV,NUV,,55371.92587,GALEX,AIS,0.814928709
K2-77,,5070,55.228521,12.572448,2,GALEX,6.37697E+18,AIS_172_1_22,54.79032869,12.11874211,52974.03332,341.05,UV,FUV,,55371.92587,GALEX,AIS,0.814928709
WASP-84,,5280,131.1069959,1.8598933,2,GALEX,6.37799E+18,AIS_201_1_3,131.462423,1.443561201,53786.53506,176,UV,NUV,,55377.99611,GALEX,AIS,0
WASP-84,,5280,131.1069959,1.8598933,2,GALEX,6.37799E+18,AIS_201_1_3,131.462423,1.443561201,53786.53506,176,UV,FUV,,55377.99611,GALEX,AIS,0
WASP-84,,5280,131.1069959,1.8598933,2,GALEX,3.18968E+18,GI5_054009_EY_Hya_spec,131.1070545,1.860028204,54869.11058,780,UV,NUV,,56086.30274,GALEX,GIS,0.52946558
WASP-84,,5280,131.1069959,1.8598933,2,GALEX,3.18968E+18,GI5_054009_EY_Hya_spec,131.1070545,1.860028204,54869.11058,780,UV,FUV,,56086.30274,GALEX,GIS,0.52946558
Kepler-595,,5108,294.5703593,50.6730147,2,GALEX,3.72761E+18,MISKEP_08082_0010,294.1662159,51.21402392,55726.03128,1111.15,UV,NUV,,55992.20038,GALEX,MIS,0
Kepler-778,,5278,287.4774867,44.2374702,2,GALEX,3.72962E+18,MISKEP_09470_0010,287.9910229,44.61893247,55775.59359,1248.1,UV,NUV,,55992.2173,GALEX,MIS,0
Kepler-1179,,5133,284.0974305,47.8104856,2,GALEX,6.3712E+18,AIS_8_1_45,283.6730996,48.20623725,53982.30941,157.05,UV,NUV,,55355.91483,GALEX,AIS,0
Kepler-1179,,5133,284.0974305,47.8104856,2,GALEX,6.3712E+18,AIS_8_1_45,283.6730996,48.20623725,53982.30941,157.05,UV,FUV,,55355.91483,GALEX,AIS,0
Kepler-667,,5107,295.5549918,49.0172956,2,GALEX,6.37123E+18,AIS_9_1_31,295.2563677,48.80653387,53935.66882,240,UV,NUV,,55355.9131,GALEX,AIS,0
Kepler-444,,5051,289.7528323,41.631884,2,GALEX,6.37141E+18,AIS_14_1_12,289.2468784,41.25625842,55731.98969,237.05,UV,NUV,,56189.17684,GALEX,AIS,0
Kepler-1593,,4995,300.4882018,44.4606698,2,GALEX,6.37158E+18,AIS_19_1_50,300.9371825,44.37297712,55809.62613,108,UV,NUV,,56189.29248,GALEX,AIS,0
HAT-P-17,,5246,324.5359781,30.4881882,2,GALEX,6.37232E+18,AIS_40_1_50,325.034727,30.72033813,52872.50537,295,UV,NUV,,55363.94417,GALEX,AIS,0
HAT-P-17,,5246,324.5359781,30.4881882,2,GALEX,6.37232E+18,AIS_40_1_50,325.034727,30.72033813,52872.50537,295,UV,FUV,,55363.94417,GALEX,AIS,0
Kepler-224,,5093,290.9342679,47.3575414,2,GALEX,3.72817E+18,MISKEP_08266_0010,290.8230081,47.02336933,55737.11919,1019.1,UV,NUV,,55992.20125,GALEX,MIS,0
Kepler-933,,5287,289.5685257,43.5385438,2,GALEX,3.72863E+18,MISKEP_08465_0010,289.2690972,43.09593986,55738.28233,1083.25,UV,NUV,,55992.20872,GALEX,MIS,0
Kepler-181,,5120,296.1512831,50.0957806,2,GALEX,6.37123E+18,AIS_9_1_23,295.4168841,49.72688729,53935.67053,234,UV,NUV,,55355.91269,GALEX,AIS,0
Kepler-181,,5120,296.1512831,50.0957806,2,GALEX,6.37123E+18,AIS_9_1_23,295.4168841,49.72688729,53935.67053,234,UV,FUV,,55355.91269,GALEX,AIS,0
Kepler-224,,5093,290.9342679,47.3575414,2,GALEX,6.37123E+18,AIS_9_1_34,290.8948237,47.90650028,53984.63753,207,UV,NUV,,55355.92146,GALEX,AIS,0
Kepler-224,,5093,290.9342679,47.3575414,2,GALEX,6.37123E+18,AIS_9_1_34,290.8948237,47.90650028,53984.63753,207,UV,FUV,,55355.92146,GALEX,AIS,0
HD 202696,K0 III-IV,5040,319.2250346,27.2582799,2,GALEX,6.37229E+18,AIS_39_1_75,318.8478328,26.78928015,54655.55961,220,UV,NUV,,55364.69336,GALEX,AIS,0
HD 202696,K0 III-IV,5040,319.2250346,27.2582799,2,GALEX,6.37229E+18,AIS_39_1_75,318.8478328,26.78928015,54655.55961,220,UV,FUV,,55364.69336,GALEX,AIS,0
HD 7924,,5131,20.4956562,76.7101475,2,GALEX,6.37334E+18,AIS_69_1_73,19.5655072,76.29263309,53785.64654,213.1,UV,NUV,,56188.98623,GALEX,AIS,0
HD 7924,,5131,20.4956562,76.7101475,2,GALEX,6.37334E+18,AIS_69_1_73,19.5655072,76.29263309,53785.64654,75,UV,FUV,,56188.98623,GALEX,AIS,0
K2-131,,5245,182.751404,-9.7652392,2,GALEX,6.38256E+18,AIS_331_1_6,182.7231238,-10.23034043,54181.23847,110,UV,NUV,,55395.2624,GALEX,AIS,0
K2-131,,5245,182.751404,-9.7652392,2,GALEX,6.38256E+18,AIS_331_1_6,182.7231238,-10.23034043,54181.23847,110,UV,FUV,,55395.2624,GALEX,AIS,0
TOI-220,,5272.71,91.7996988,-61.9972098,2,GALEX,2.58394E+18,LMC_EXTD_39,91.90546444,-61.60363138,55904.63117,1149.05,UV,NUV,,55957.10396,GALEX,NGS,0
Kepler-1635,,5209,285.3490542,45.5561768,2,GALEX,3.19027E+18,GI5_055008_KEPLER_07B,284.9924057,46.03491546,54963.12321,4539.7,UV,NUV,,55986.23273,GALEX,GII,0
Kepler-1635,,5209,285.3490542,45.5561768,2,GALEX,3.19027E+18,GI5_055008_KEPLER_07B,284.9924057,46.03491546,54963.12321,675.45,UV,FUV,,55986.23273,GALEX,GII,0
Kepler-1595,,5148,285.7227502,43.0094855,2,GALEX,3.73064E+18,MISKEP_10847_0014,285.4254295,42.44527291,55747.87796,1344.65,UV,NUV,,55992.22999,GALEX,MIS,0
K2-15,,5131,178.1105741,4.2546649,2,GALEX,6.37911E+18,AIS_233_1_47,177.9692877,3.911104895,53066.5737,112,UV,NUV,,55418.79358,GALEX,AIS,0
NGTS-4,,5111.9,89.5988945,-30.8117992,2,GALEX,6.38608E+18,AIS_431_1_33,90.02127339,-30.45177023,53738.45903,222,UV,NUV,,55368.77012,GALEX,AIS,0
NGTS-4,,5111.9,89.5988945,-30.8117992,2,GALEX,6.38608E+18,AIS_431_1_33,90.02127339,-30.45177023,53738.45903,222,UV,FUV,,55368.77012,GALEX,AIS,0
Kepler-161,,5078,290.5164698,43.0838642,2,GALEX,3.7286E+18,MISKEP_08464_0010,290.5787843,43.374122,55739.17231,1052.6,UV,NUV,,55992.20779,GALEX,MIS,0
HD 82886,,5112,143.9383526,34.7805902,2,GALEX,3.84921E+18,MISGCSN3_02319_0215,143.997729,34.46430153,55576.71367,1705,UV,NUV,,55992.85089,GALEX,MIS,0
Kepler-1270,,4995.14,286.7156676,48.6452552,2,GALEX,2.56712E+18,KEPLER_10510_0010,286.2601129,48.52036713,55734.24468,171.05,UV,NUV,,55957.03491,GALEX,DIS,0
Kepler-1702,,5243,284.9724842,44.5674794,2,GALEX,3.15428E+18,GI4_056016_KEPLER_07,285.1126245,45.17551058,54608.65093,7067.25,UV,NUV,,55310.17845,GALEX,GII,0
Kepler-1702,,5243,284.9724842,44.5674794,2,GALEX,3.15428E+18,GI4_056016_KEPLER_07,285.1126245,45.17551058,54608.65093,7067.15,UV,FUV,,55310.17845,GALEX,GII,0
HAT-P-44,,5115.16,213.1438604,47.0147826,2,GALEX,3.7514E+18,MISGCSN_01082_1286,213.1710263,47.02295984,54648.83928,1341,UV,NUV,,55275.06581,GALEX,MIS,0
HAT-P-44,,5115.16,213.1438604,47.0147826,2,GALEX,3.7514E+18,MISGCSN_01082_1286,213.1710263,47.02295984,54648.83928,1341,UV,FUV,,55275.06581,GALEX,MIS,0
Kepler-1222,,5239,294.889616,49.3798215,2,GALEX,6.37123E+18,AIS_9_1_23,295.4168841,49.72688729,53935.67053,234,UV,NUV,,55355.91269,GALEX,AIS,0
Kepler-1222,,5239,294.889616,49.3798215,2,GALEX,6.37123E+18,AIS_9_1_23,295.4168841,49.72688729,53935.67053,234,UV,FUV,,55355.91269,GALEX,AIS,0
Kepler-189,,5220,287.5646296,44.3050662,2,GALEX,6.37123E+18,AIS_9_1_78,288.0159417,44.62036019,53933.41056,141,UV,NUV,,55355.91322,GALEX,AIS,0
Kepler-189,,5220,287.5646296,44.3050662,2,GALEX,6.37123E+18,AIS_9_1_78,288.0159417,44.62036019,53933.41056,141,UV,FUV,,55355.91322,GALEX,AIS,0
Kepler-1222,,5239,294.889616,49.3798215,2,GALEX,6.45507E+18,KEPLER_08216_0010_css33050,295.2529609,48.81274634,55020.84273,983.55,UV,NUV,,56209.91909,GALEX,DIS,0
HD 39194,K0 V,5205,86.129071,-70.1382377,2,GALEX,2.58127E+18,LMC_CORE_29,87.43334393,-70.39835521,55854.59079,1209.4,UV,NUV,,55957.07152,GALEX,NGS,0
DMPP-3 A,K0 V,5138,91.624382,-72.5126648,2,GALEX,3.97869E+18,MISGCSS1_40080_0423,92.21270584,-72.53354734,55645.72414,1591,UV,NUV,,55993.2308,GALEX,MIS,0
BD+45 564,K1,5004,32.9470485,45.9242187,2,GALEX,6.37282E+18,AIS_54_1_76,33.205091,45.57785857,54048.73664,108,UV,NUV,,55355.74138,GALEX,AIS,0
BD+45 564,K1,5004,32.9470485,45.9242187,2,GALEX,6.37282E+18,AIS_54_1_76,33.205091,45.57785857,54048.73664,108,UV,FUV,,55355.74138,GALEX,AIS,0
Kepler-1023,,5268,289.0297232,49.7697034,2,GALEX,2.56642E+18,KEPLER_08129_0010,289.5144736,49.39829442,55732.73905,1529.05,UV,NUV,,55957.03406,GALEX,DIS,0
NGTS-5,,5013,221.0582692,5.6053735,2,GALEX,2.93332E+18,MISWZN15_33653_0360,220.7424659,5.29127388,54574.61582,2316.65,UV,NUV,,55280.02424,GALEX,MIS,0
NGTS-5,,5013,221.0582692,5.6053735,2,GALEX,2.93332E+18,MISWZN15_33653_0360,220.7424659,5.29127388,54574.61582,2316.65,UV,FUV,,55280.02424,GALEX,MIS,0
Kepler-1413,,5085,294.3416065,46.4987624,2,GALEX,3.19003E+18,GI5_055001_KEPLER_10B,294.5056234,47.05711663,54965.04083,3935.5,UV,NUV,,55986.22807,GALEX,GII,0
Kepler-1413,,5085,294.3416065,46.4987624,2,GALEX,3.19003E+18,GI5_055001_KEPLER_10B,294.5056234,47.05711663,54965.04083,976.6,UV,FUV,,55986.22807,GALEX,GII,0
Kepler-243,,5149,285.1104819,42.0339619,2,GALEX,3.73064E+18,MISKEP_10847_0014,285.4254295,42.44527291,55747.87796,1344.65,UV,NUV,,55992.22999,GALEX,MIS,0
HD 202696,K0 III-IV,5040,319.2250346,27.2582799,2,GALEX,6.37229E+18,AIS_39_1_74,319.3763555,27.74437909,53187.53816,239,UV,NUV,,55364.66997,GALEX,AIS,0
HD 202696,K0 III-IV,5040,319.2250346,27.2582799,2,GALEX,6.37229E+18,AIS_39_1_74,319.3763555,27.74437909,53187.53816,239,UV,FUV,,55364.66997,GALEX,AIS,0
HD 97658,K1 V,5212,168.6376584,25.7105962,2,GALEX,6.37482E+18,AIS_111_1_39,169.1691527,25.54073987,54150.96535,94,UV,NUV,,55390.81071,GALEX,AIS,0
HD 97658,K1 V,5212,168.6376584,25.7105962,2,GALEX,6.37482E+18,AIS_111_1_39,169.1691527,25.54073987,54150.96535,94,UV,FUV,,55390.81071,GALEX,AIS,0
K2-371,,4973,128.0670932,11.6307099,2,GALEX,6.37781E+18,AIS_196_1_32,127.7842784,11.94669975,53791.25209,110,UV,NUV,,55420.98748,GALEX,AIS,0
K2-371,,4973,128.0670932,11.6307099,2,GALEX,6.37781E+18,AIS_196_1_32,127.7842784,11.94669975,53791.25209,110,UV,FUV,,55420.98748,GALEX,AIS,0
WASP-89,K3,5130,313.9000261,-18.9714084,2,GALEX,6.37982E+18,AIS_253_1_23,313.5893796,-18.8834572,53978.53507,179.05,UV,NUV,,55420.03885,GALEX,AIS,0
WASP-89,K3,5130,313.9000261,-18.9714084,2,GALEX,6.37982E+18,AIS_253_1_23,313.5893796,-18.8834572,53978.53508,178.05,UV,FUV,,55420.03885,GALEX,AIS,0
HD 212771,,5121,336.762413,-17.2641046,2,GALEX,6.37999E+18,AIS_258_1_32,336.5045077,-17.52462871,52872.10008,304.1,UV,NUV,,55420.02633,GALEX,AIS,0
HD 212771,,5121,336.762413,-17.2641046,2,GALEX,6.37999E+18,AIS_258_1_32,336.5045077,-17.52462871,52872.10008,186.05,UV,FUV,,55420.02633,GALEX,AIS,0
NGTS-5,,5013,221.0582692,5.6053735,2,GALEX,6.38355E+18,AIS_359_1_16,221.2952447,6.104553275,54237.52911,89.05,UV,NUV,,55266.20765,GALEX,AIS,0
NGTS-5,,5013,221.0582692,5.6053735,2,GALEX,6.38355E+18,AIS_359_1_16,221.2952447,6.104553275,54237.52911,89.05,UV,FUV,,55266.20765,GALEX,AIS,0
HATS-69,,5103,289.2974275,-60.8917599,2,GALEX,2.50464E+18,UVE_NGC6769,289.5943297,-60.50533811,53194.38228,14840,UV,NUV,,55327.14538,GALEX,NGS,0
HATS-69,,5103,289.2974275,-60.8917599,2,GALEX,2.50464E+18,UVE_NGC6769,289.5943297,-60.50533811,53199.44998,6129.1,UV,FUV,,55327.14538,GALEX,NGS,0
Kepler-598,,5245,293.1234493,40.9348005,2,GALEX,3.1902E+18,GI5_055006_KEPLER_16B,292.5869358,41.09087597,54966.95753,8946.55,UV,NUV,,55986.22966,GALEX,GII,0
Kepler-598,,5245,293.1234493,40.9348005,2,GALEX,3.1902E+18,GI5_055006_KEPLER_16B,292.5869358,41.09087597,54966.95753,1464.1,UV,FUV,,55986.22966,GALEX,GII,0
Kepler-233,,5175,296.3665054,51.3194548,2,GALEX,3.72765E+18,MISKEP_08124_0010,297.1194798,50.92695903,55724.4558,1781.55,UV,NUV,,55992.20071,GALEX,MIS,0
Kepler-1753,,5007,288.236664,46.6058744,2,GALEX,6.37123E+18,AIS_9_1_80,287.9931878,46.41325547,53984.63259,211,UV,NUV,,55355.91976,GALEX,AIS,0
Kepler-1477,,5149,281.2985305,42.6856727,2,GALEX,6.37137E+18,AIS_13_1_26,281.5882158,43.23780973,53985.1251,110,UV,FUV,,55350.3891,GALEX,AIS,0
K2-192,,5252,206.5823122,-11.5563527,2,GALEX,6.37918E+18,AIS_235_1_55,206.313345,-11.41126323,54188.15759,112,UV,NUV,,55378.92161,GALEX,AIS,0
K2-192,,5252,206.5823122,-11.5563527,2,GALEX,6.37918E+18,AIS_235_1_55,206.313345,-11.41126323,54188.15759,112,UV,FUV,,55378.92161,GALEX,AIS,0
HATS-69,,5103,289.2974275,-60.8917599,2,GALEX,6.45665E+18,UVE_NGC6769_css6513,289.2207781,-60.32692694,53203.628,1667.25,UV,NUV,,56209.93645,GALEX,DIS,0
HATS-69,,5103,289.2974275,-60.8917599,2,GALEX,6.45665E+18,UVE_NGC6769_css6513,289.2207781,-60.32692694,53203.628,1667.25,UV,FUV,,56209.93645,GALEX,DIS,0
Kepler-1071,,5215,293.0579794,45.2487472,2,GALEX,3.15379E+18,GI4_056002_KEPLER_10,293.4065655,45.66505782,54606.45929,5067.6,UV,NUV,,55310.17582,GALEX,GII,0
Kepler-1071,,5215,293.0579794,45.2487472,2,GALEX,3.15379E+18,GI4_056002_KEPLER_10,293.4065655,45.66505782,54606.45929,5067.6,UV,FUV,,55310.17582,GALEX,GII,0
Kepler-735,,5070,284.6888328,46.1721391,2,GALEX,3.19027E+18,GI5_055008_KEPLER_07B,284.9924057,46.03491546,54963.12321,675.45,UV,FUV,,55986.23273,GALEX,GII,0
Kepler-229,,5002,286.9994758,48.3757867,2,GALEX,3.72986E+18,MISKEP_10510_0010,286.51357,48.52767484,55734.10804,1274.8,UV,NUV,,55992.2213,GALEX,MIS,0
WASP-2,,5150,307.7255587,6.4293305,2,GALEX,4.46599E+18,MISGCSS1_19531_0243,307.6993718,6.451146738,55815.3626,1675.05,UV,NUV,,55993.05958,GALEX,MIS,0
Kepler-532,,5088,298.6609094,48.6063022,2,GALEX,6.37123E+18,AIS_9_1_36,299.4518249,48.63658928,53935.67565,230.1,UV,NUV,,55355.91359,GALEX,AIS,0
Kepler-532,,5088,298.6609094,48.6063022,2,GALEX,6.37123E+18,AIS_9_1_36,299.4518249,48.63658928,53935.67565,230.1,UV,FUV,,55355.91359,GALEX,AIS,0
Kepler-1071,,5215,293.0579794,45.2487472,2,GALEX,6.37123E+18,AIS_9_1_64,293.2878736,44.80378336,55814.28529,141.05,UV,NUV,,56189.01028,GALEX,AIS,0
K2-329,,5282,351.1353785,-5.1641451,2,GALEX,6.3763E+18,AIS_153_1_58,351.357565,-4.606101502,53231.64959,112,UV,NUV,,55361.87892,GALEX,AIS,0
K2-329,,5282,351.1353785,-5.1641451,2,GALEX,6.3763E+18,AIS_153_1_58,351.357565,-4.606101502,53231.64959,112,UV,FUV,,55361.87892,GALEX,AIS,0
HIP 116454,K1,5089,353.9543517,0.4447043,2,GALEX,6.37616E+18,AIS_149_1_93,354.336957,0.328810779,52925.87271,197,UV,FUV,,55467.72706,GALEX,AIS,0
Kepler-607,,5244,291.0571451,44.632306,2,GALEX,3.15375E+18,GI4_056001_KEPLER_11,290.7066316,44.17699234,54605.77465,6194,UV,NUV,,55310.17593,GALEX,GII,0
Kepler-1013,,5015,290.2481023,44.4352935,2,GALEX,3.15375E+18,GI4_056001_KEPLER_11,290.7066316,44.17699234,54605.77465,6194,UV,NUV,,55310.17593,GALEX,GII,0
Kepler-607,,5244,291.0571451,44.632306,2,GALEX,3.15375E+18,GI4_056001_KEPLER_11,290.7066316,44.17699234,54605.77465,6194,UV,FUV,,55310.17593,GALEX,GII,0
Kepler-1013,,5015,290.2481023,44.4352935,2,GALEX,3.15375E+18,GI4_056001_KEPLER_11,290.7066316,44.17699234,54605.77465,6194,UV,FUV,,55310.17593,GALEX,GII,0
Kepler-1409,,5231,290.0847389,51.2086144,2,GALEX,3.15435E+18,GI4_056018_KEPLER_01,289.6062512,50.8241238,54605.43188,6216.1,UV,NUV,,55309.90097,GALEX,GII,0
Kepler-1409,,5231,290.0847389,51.2086144,2,GALEX,3.15435E+18,GI4_056018_KEPLER_01,289.6062512,50.8241238,54605.43188,6216.1,UV,FUV,,55309.90097,GALEX,GII,0
Kepler-421,,5224,283.2568116,45.0876823,2,GALEX,3.73032E+18,MISKEP_10698_0014,283.9195758,45.48229077,55772.57992,1280.05,UV,NUV,,55992.22877,GALEX,MIS,0
14 Her,,5255,242.6021014,43.8163621,2,GALEX,3.77423E+18,MISGCSN_11039_1170,242.5270089,43.47914732,54971.81941,904.95,UV,NUV,,55275.05169,GALEX,MIS,0
14 Her,,5255,242.6021014,43.8163621,2,GALEX,3.77423E+18,MISGCSN_11039_1170,242.5270089,43.47914732,54971.81941,904.95,UV,FUV,,55275.05169,GALEX,MIS,0
Kepler-1232,,5241,296.5500966,49.102307,2,GALEX,6.37123E+18,AIS_9_1_30,296.7435022,49.07506419,53935.67222,240,UV,NUV,,55355.91392,GALEX,AIS,0
Kepler-1232,,5241,296.5500966,49.102307,2,GALEX,6.37123E+18,AIS_9_1_30,296.7435022,49.07506419,53935.67222,240,UV,FUV,,55355.91392,GALEX,AIS,0
Kepler-681,,5070,289.3997364,51.2502428,2,GALEX,6.48265E+18,GI4_056018_KEPLER_01_css27168,289.7199923,50.78870028,54618.09778,252.05,UV,NUV,,56233.87666,GALEX,GII,0
Kepler-681,,5070,289.3997364,51.2502428,2,GALEX,6.48265E+18,GI4_056018_KEPLER_01_css27168,289.7199923,50.78870028,54618.09778,252.05,UV,FUV,,56233.87666,GALEX,GII,0
Kepler-1222,,5239,294.889616,49.3798215,2,GALEX,3.72779E+18,MISKEP_08170_0010,295.4074279,49.7245686,55727.74266,1961.65,UV,NUV,,55992.2028,GALEX,MIS,0
Kepler-1030,,5023,293.6819098,45.8175241,2,GALEX,3.72846E+18,MISKEP_08361_0010,293.4387242,45.76678629,55738.00887,1406.6,UV,NUV,,55992.20617,GALEX,MIS,0
Kepler-411,,4987,287.6057027,49.5233937,2,GALEX,6.37123E+18,AIS_9_1_83,287.996807,49.07351178,53984.64249,207,UV,NUV,,55355.9209,GALEX,AIS,0
Kepler-411,,4987,287.6057027,49.5233937,2,GALEX,6.37123E+18,AIS_9_1_83,287.996807,49.07351178,53984.64249,207,UV,FUV,,55355.9209,GALEX,AIS,0
Kepler-1829,,5055,288.664484,51.4983798,2,GALEX,6.45517E+18,KEPLER_09478_0010_css33008,287.989431,51.71894546,55017.96799,868.55,UV,NUV,,56209.9192,GALEX,DIS,0
Kepler-250,,5029,289.5947633,44.1418114,2,GALEX,2.56639E+18,KEPLER_08414_0010,289.3415619,44.01354845,55733.69743,1540.05,UV,NUV,,55957.03352,GALEX,DIS,0
Kepler-1170,,5256,292.1685422,43.7795963,2,GALEX,2.56653E+18,KEPLER_08463_0010,291.9078067,43.63119965,55379.74648,1642,UV,NUV,,55957.03285,GALEX,DIS,0
Kepler-1261,,5136,285.2324786,48.8066963,2,GALEX,3.15439E+18,GI4_056019_KEPLER_02,285.7440796,49.003956,54608.44531,5711.35,UV,FUV,,55309.90372,GALEX,GII,0
Kepler-1170,,5256,292.1685422,43.7795963,2,GALEX,3.19006E+18,GI5_055002_KEPLER_11B,292.1700984,44.1966375,54965.10931,3444.75,UV,NUV,,55986.22806,GALEX,GII,0
Kepler-1170,,5256,292.1685422,43.7795963,2,GALEX,3.19006E+18,GI5_055002_KEPLER_11B,292.1700984,44.1966375,54965.10931,985.6,UV,FUV,,55986.22806,GALEX,GII,0
Kepler-261,,5095,291.3647333,37.609239,2,GALEX,3.24812E+18,GI6_079001_Kepler_UZ_Lyr,290.6995216,37.93505657,55375.70957,30770.25,UV,NUV,,55986.35834,GALEX,GII,0
HD 28678,,4972,67.8560643,4.5752495,2,GALEX,6.377E+18,AIS_173_1_50,67.81240439,4.488995987,53702.42581,156,UV,NUV,,55399.95926,GALEX,AIS,0
HD 28678,,4972,67.8560643,4.5752495,2,GALEX,6.377E+18,AIS_173_1_50,67.81240439,4.488995987,53702.42581,156,UV,FUV,,55399.95926,GALEX,AIS,0
HD 330075,K1,5017,237.4054997,-49.9639199,2,GALEX,6.3871E+18,AIS_460_1_20,237.3100554,-50.04171542,55747.73951,96,UV,NUV,,56189.45594,GALEX,AIS,0
Kepler-1205,,5242,290.2796734,41.5150499,2,GALEX,6.47417E+18,MISKEP_08569_0015_css44094,290.582534,41.56975229,55776.96302,716.55,UV,NUV,,56222.92623,GALEX,MIS,0
Kepler-261,,5095,291.3647333,37.609239,2,GALEX,6.48603E+18,GI6_079001_Kepler_UZ_Lyr_css3825,290.831516,38.03106888,55376.87225,1085.05,UV,NUV,,56233.90291,GALEX,GII,0
Kepler-479,,5247,291.0218899,37.7698734,2,GALEX,6.48603E+18,GI6_079001_Kepler_UZ_Lyr_css3825,290.831516,38.03106888,55376.87225,1085.05,UV,NUV,,56233.90291,GALEX,GII,0
Kepler-760,,5074,287.5931997,44.1794278,2,GALEX,3.72958E+18,MISKEP_09469_0010,287.9753473,43.72612722,55774.9772,1303.9,UV,NUV,,55992.21649,GALEX,MIS,0
K2-250,,5172,185.0315429,-8.9757427,2,GALEX,6.38256E+18,AIS_331_1_20,185.444162,-9.305249169,53847.88994,307.05,UV,NUV,,55395.25184,GALEX,AIS,0
K2-250,,5172,185.0315429,-8.9757427,2,GALEX,6.38256E+18,AIS_331_1_20,185.444162,-9.305249169,54182.61101,201.05,UV,FUV,,55395.25184,GALEX,AIS,0
14 Her,,5255,242.6021014,43.8163621,2,GALEX,6.37127E+18,AIS_10_1_1,242.5845337,43.47057969,53139.53012,347.05,UV,NUV,,55356.63943,GALEX,AIS,0
14 Her,,5255,242.6021014,43.8163621,2,GALEX,6.37127E+18,AIS_10_1_1,242.5845337,43.47057969,53181.65476,144,UV,FUV,,55356.63943,GALEX,AIS,0
